gvkey,conm,tic,cusip,cik,sic,naics,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
021158,GENEVA STEEL HOLDINGS CORP,GNVHQ,372257105,,3312,331111,C,01,LC,76116,26041,1990-03-27,1999-01-29
021159,SUMMIT FINANCIAL CORP,SUMM.,866057102,0000856223,6020,522110,P,01,LU,76445,10530,1990-03-21,2005-06-30
021163,VPGI CORP,VPGC,91828K203,0000755229,9995,999990,P,01,LC,79820,12542,1993-11-08,2002-09-12
021165,INDEPENDENCE CONTRACT DRLLNG,ICDIQ,453415606,0001537028,1381,213111,P,01,LC,14852,54984,2014-08-08,2024-08-28
021166,AMERICAN PACIFIC BANK  -CL B,AMPB,02837P307,,6020,522110,P,02,LU,76299,10537,1990-03-29,2005-04-29
021167,ELECTRONIC TECHNOLOGY GROUP,9088B,285859401,0000854556,9995,999990,P,01,LU,76344,10518,1990-03-27,1994-03-31
021168,DRESDNER RCM EUROPE FD INC,DRE.NX,26156W106,0000860127,6726,525990,P,01,LU,76114,26039,1990-03-29,1999-04-27
021169,NEW IRELAND FUND INC,IRL,645673104,0000858707,6726,525990,P,01,LU,76118,26043,1990-04-30,2023-02-28
021170,MAGIC RESTAURANTS INC,MGIKQ,559164306,,5812,722110,C,02,LU,76949,11078,1991-08-09,1995-04-26
021178,NEWAGE INC,NBEVQ,650194103,0001579823,2834,325412,P,01,LC,16593,55865,2017-02-14,2023-05-05
021186,MEDICIS PHARMACEUT CP  -CL A,MRX.3,584690309,0000859368,2834,325412,P,01,LC,76391,10535,1990-03-28,2012-12-31
021201,YTB INTERNATIONAL INC,YTBLQ,98425R200,0000852766,4700,561510,P,01,LC,76419,10538,1990-03-30,1992-12-04
021204,SYNTELLECT INC,3SYNL.,87161L105,0000758830,3661,334210,P,01,LU,76111,10536,1990-03-29,2002-08-12
021206,SINO MERCURY ACQUISITION CP,SMAC,82936K102,0001608269,9995,999990,P,02,LC,15017,54997,2014-10-29,2015-10-27
021207,HEMDALE COMMUNICATIONS,HEMD,423513100,0000847469,7812,512110,C,01,LU,76416,10539,1990-04-02,1995-05-19
021208,ALTAMIRA THERAPEUTICS LTD,CYTOF,G0360L134,0001601936,2836,325414,P,01,LC,14865,54992,2014-08-06,2024-12-19
021209,NOTABLE LABS LTD,NTBLQ,M7517R107,0001603207,2836,325414,P,01,LC,15020,54979,2014-10-01,E
021213,DAWCIN INTERNATIONAL CORP,DAWC,23922E106,0000856130,7389,522320,C,01,LU,76329,10541,1990-04-02,1995-09-29
021217,OEC COMPRESSION CORP,OOC,670827104,0000854661,7359,532490,P,01,LU,76363,10540,1990-04-02,2001-03-30
021218,INTL AIRLINE SUPPORT GROUP,ILAS,458865201,0000859307,5080,421860,C,01,LC,84664,10542,1997-04-21,2003-04-15
021218,INTL AIRLINE SUPPORT GROUP,ILAS,458865201,0000859307,5080,421860,C,01,LC,76373,10542,1990-04-02,1994-07-21
021223,CONTRAFECT CORP,CFRXQ,212326409,0001478069,2836,325414,P,02,LC,14927,54953,2014-09-12,2023-11-08
021227,LIBERTY BROADBAND CORP,LBRDK,530307305,0001611983,4812,517112,P,02,LC,14988,55037,2015-07-01,E
021227,LIBERTY BROADBAND CORP,LBRDK,530307305,0001611983,4812,517112,J,02,LC,14988,55037,2014-11-05,2015-06-30
021227,LIBERTY BROADBAND CORP,LBRDK,530307305,0001611983,4812,517112,J,01,LC,14944,55037,2015-07-01,E
021227,LIBERTY BROADBAND CORP,LBRDK,530307305,0001611983,4812,517112,P,01,LC,14944,55037,2014-11-05,2015-06-30
021232,NTN BUZZTIME INC,NTN,629410606,,7370,519130,P,02,LC,76963,11101,1991-08-29,2021-03-25
021233,NORD PACIFIC LTD,3NORPE,65556D102,,1000,212234,C,01,LC,84822,28795,1997-05-22,1999-05-03
021233,NORD PACIFIC LTD,3NORPE,65556D102,,1000,212234,C,01,LC,78726,56244,1990-04-03,1995-09-22
021234,PHARMACY MANAGEMENT SVCS,PMSV,71713K104,0000861049,6411,524298,P,01,LU,76132,10547,1990-04-05,1995-06-30
021235,PINKERTONS INC,PKT.1,723429106,0000078666,7381,561612,P,01,LU,76131,10546,1990-04-04,1999-03-31
021236,ABRDN HEALTHCARE OPPORT FUND,THQ,879105104,0001604522,6726,525990,P,01,LC,14777,54937,2014-07-29,E
021237,TETRA TECHNOLOGIES INC/DE,TTI,88162F105,0000844965,1389,213112,P,01,LU,76127,10544,1990-04-03,E
021238,VICOR CORP,VICR,925815102,0000751978,3679,334419,P,01,LU,76128,10545,1990-04-03,E
021240,MEDGROUP INC,MDGP,584364202,0000859364,8000,621,C,01,LU,76387,10555,1990-04-16,1995-05-18
021241,ENLIGHTIFY INC,ENFY,16943W204,0000857949,2870,325320,C,01,LC,92897,53126,2009-03-09,E
021241,ENLIGHTIFY INC,ENFY,16943W204,0000857949,2870,325320,C,01,LC,76341,10549,1990-04-09,1992-05-11
021244,MATRIA HEALTHCARE INC,MATR.1,576817209,0001007228,5961,454111,P,01,LC,76110,10533,1990-03-26,2008-05-08
021250,SANIFILL INC,FIL.1,801018102,0000834263,4953,5621,P,01,LU,76162,26066,1990-04-12,1996-09-30
021251,ADVANCED LOGIC RESEARCH INC,AALR,007948102,0000861289,3571,334111,P,01,LU,76271,10553,1990-04-11,1997-07-31
021252,AMERICAN EDUCATIONAL PRODUCT,AMEP.1,02553T202,,2741,511199,P,01,LU,76298,10548,1990-04-09,2001-06-29
021256,AGP & CO INC,3AGPC,001230200,0000799241,3990,339999,C,01,LU,77983,11742,1992-10-12,1996-01-31
021261,VIRGIN AMERICA INC,VA,92765X208,0001614436,4512,481111,P,01,LC,15088,55125,2014-11-14,2016-12-30
021263,PANBELA THERAPEUTICS INC,PBLA,69833W404,0001029125,2836,325414,P,01,LC,19650,57252,2020-08-28,2024-03-06
021272,BYL BANCORP,BOYL,056064108,0001039311,6020,522110,P,01,LU,83628,14709,1996-06-11,2001-11-30
021281,ORGANIK TECHNOLOGIES INC,3ORGK,68617P304,,2253,315191,C,01,LU,80349,12927,1994-03-17,1996-11-12
021282,KIORA PHARMACEUTICALS INC,KPRX,49721T507,0001372514,2834,325412,P,01,LC,15510,55355,2015-07-31,E
021291,KRAUSES FURNITURE INC,KAUSQ,500760202,0000701974,2510,337121,C,01,LU,76462,10670,1990-07-03,2001-07-20
021295,FOCUS UNIVERSAL INC,FCUV,34417J203,0001590418,3829,334519,P,01,LC,21844,58662,2021-08-31,E
021300,RICA FOODS INC,RCFO,762582203,0000789881,2015,311615,C,02,LU,76314,10615,1990-05-25,2005-12-22
021309,CELUTEL INC,CLU.1,151203205,0000716879,4812,513322,P,01,LU,76250,26099,1990-07-03,1994-02-28
021326,GREEN BANCORP INC,GNBC,39260X100,0001606363,6020,522110,P,01,LC,14870,54993,2014-08-08,2018-12-31
021352,AVANOS MEDICAL INC,AVNS,05350V106,0001606498,3842,339113,P,01,LC,14941,55034,2014-11-03,E
021353,JAKARTA GROWTH FUND INC,3JGFI,470120106,0000860076,6726,525990,P,01,LU,76147,26057,1990-04-10,2000-04-11
021362,TOKAI PHARMACEUTICALS INC,TKAI,88907J107,,2836,325414,P,01,LC,14937,55031,2014-09-17,2017-05-10
021373,RASTRA BUILDING SYSTEMS INC,3RAST,754081305,,3270,3273,C,01,LU,76426,9609,1990-04-09,1991-11-15
021374,SAVANNAH BANCORP INC,SAVB,804748101,0000860519,6020,522110,P,01,LU,76435,10552,1990-04-10,2012-12-31
021375,AMERICAN MEDICAL HOLDINGS,AMI.1,027428101,0000861439,8062,622110,P,01,LC,76190,26079,1990-05-10,1995-03-01
021375,AMERICAN MEDICAL HOLDINGS,AMI.1,027428101,0000861439,8062,622110,P,01,LC,46754,20093,1968-09-09,1990-04-12
021377,PRIME FEDERAL BANK FSB/WI,PRFB,74155T104,,6035,522120,P,01,LC,76338,10554,1990-04-16,1994-04-28
021378,AXAR ACQUISITION CORP,AXAR,05455L102,0001615892,9995,999990,P,02,LC,14992,55067,2014-10-29,2017-10-03
021381,CARLISLE PLASTICS INC  -CL A,CPA.1,142522101,0000846902,3081,326113,P,02,LU,76637,28829,1991-05-16,1996-09-30
021420,SKANEATELES BANCORP INC,SKAN,830506101,0000829282,6036,522120,P,01,LU,10309,8229,1986-06-02,1999-07-30
021421,VIVANI MEDICAL INC,VANI,92854B109,0001266806,3845,334510,P,01,LC,15062,55108,2014-11-19,E
021422,VITAE PHARMACEUTICALS INC,VTAE,92847N103,0001157602,2836,325414,P,01,LC,14938,55032,2014-09-24,2016-10-31
021423,UNIVERSITY BANCORP INC,UNIB,914090105,0000811211,6020,522110,P,02,LC,11396,9237,1990-03-31,2009-01-09
021425,INVESCO MUNI INCOME OPP III,OIC.1,46133C106,0000861069,6726,525990,P,01,LC,86467,34961,1998-12-21,2010-05-28
021425,INVESCO MUNI INCOME OPP III,OIC.1,46133C106,0000861069,6726,525990,P,01,LC,76143,26053,1990-04-20,1998-12-18
021425,INVESCO MUNI INCOME OPP III,OIC.1,46133C106,0000861069,6726,525990,P,01,LC,17203,56196,2010-05-29,2012-08-24
021426,BLACKROCK ADVANTAGE TERM TR,BAT.1,09247A101,0000845851,6726,525990,P,01,LU,76144,26054,1990-04-20,2005-12-09
021427,CRAFTMADE INTERNATIONAL INC,CRFT,22413E104,0000856250,3640,335121,P,01,LC,76336,10557,1990-04-17,2009-11-27
021429,GRANITE CONSTRUCTION INC,GVA,387328107,0000861459,1600,237310,P,01,LU,76135,10561,1990-04-20,E
021431,CALIFORNIA RESOURCES CORP,CRC,13057Q305,0001609253,1311,211120,P,02,LC,20188,55089,2020-10-28,E
021431,CALIFORNIA RESOURCES CORP,CRC,13057Q305,0001609253,1311,211120,P,01,LC,15029,55089,2014-12-01,2020-07-15
021433,ZAYO GROUP HOLDINGS INC,ZAYO,98919V105,0001608249,4899,517919,P,01,LC,14984,55061,2014-10-17,2020-03-31
021434,SULLIVAN DENTAL PRODUCTS INC,SULL,865300107,0000861290,5047,421450,P,01,LU,76134,10559,1990-04-18,1997-11-12
021435,AB HOLDING GROUP INC,3ABHG,000770107,0000842289,9995,999990,P,01,LC,76289,10569,1990-04-24,1999-01-13
021440,LANDSTAR SYSTEM INC,LSTR,515098101,0000853816,4213,484121,P,01,LU,78981,28858,1993-03-05,E
021451,CNOVA NV,CNVAF,N20947102,0001609653,5961,454111,C,01,LC,15060,55106,2014-11-20,2017-03-03
021452,FORWARD PHARMA AS,FWPAY,34986J303,0001712786,2836,325414,C,90,LC,15009,55076,2014-10-15,2022-12-27
021486,BATTERY ONE-STOP INC,BATTF,07132P100,0000847619,5990,4539,P,01,LC,78727,10562,1990-04-23,1992-01-03
021487,B/E AEROSPACE INC,BEAV,073302101,0000861361,2531,336360,P,01,LC,76138,10567,1990-04-24,2017-04-28
021488,JMAR TECHNOLOGIES INC,JMAR,466212107,0000857953,3559,333295,P,01,LU,76317,10574,1990-04-26,2006-12-22
021490,BLACKROCK EUROPE FUND INC,EF.1,09256G106,0000860510,6726,525990,P,01,LC,76145,26055,1990-04-27,2006-10-25
021491,FINGERHUT COMPANIES INC,FHT,317867109,0000740126,5961,454110,P,01,LU,76146,26056,1990-04-25,1999-03-31
021492,HOME FED BANCORP MO INC,HFMO,436933105,0000889473,6035,522120,P,01,LC,76140,10572,1990-04-25,1994-04-22
021493,INTERNATIONAL FOCUS RES INC,IFSRF,45952Q105,,1311,211111,P,01,LU,78728,28798,1990-04-24,1992-11-30
021496,ORBITAL SCIENCES CORP,ORB,685564106,0000820736,3760,336414,P,01,LC,76139,10566,1990-04-24,2015-02-09
021499,PAULSON CAPITAL CORP,PLCC,703797100,,6211,523120,P,01,LC,76415,10564,1990-04-23,2014-07-28
021500,STOR FURNISHINGS INTL,STOR.,784779100,0000861393,5712,442110,P,01,LU,76434,10577,1990-04-27,1992-02-28
021501,TELEBIT CORP,TBIT,87926F104,0000744550,3661,334210,P,01,LU,76141,10576,1990-04-27,1996-10-31
021503,KEMPER CORP/DE,KMPR,488401100,0000860748,6331,524126,P,01,LU,76136,10563,1990-04-23,E
021504,CONE MILLS CORP,CJML,206814105,0000023304,2211,313210,C,01,LU,77688,36363,1992-06-18,2003-09-15
021504,CONE MILLS CORP,CJML,206814105,0000023304,2211,313210,C,01,LU,24707,23289,1962-01-31,1984-03-27
021504,CONE MILLS CORP,CJML,206814105,0000023304,2211,313210,C,00X,LU,24707,23289,1951-11-05,1962-01-30
021505,AMER BIOGENETIC SCI  -CL A,USAQ,90350R107,0000856984,2835,325413,C,01,LU,76295,10581,1990-05-01,2001-11-26
021506,ARMANINO FOODS DISTINCTION,AMNF,042166801,0000814339,2030,311412,P,02,LC,76302,10575,1990-04-27,2005-08-12
021507,ACTV INC,IATV,00088E104,0000854152,7372,511210,P,01,LU,76290,10587,1990-05-04,2003-06-30
021508,ASPECT COMMUNICATIONS CORP,ASPT.,04523Q102,0000779390,7372,511210,P,01,LU,76165,10578,1990-05-01,2005-09-30
021515,UNIVAR SOLUTIONS INC,UNVR,91336L107,0001494319,5160,424690,P,01,LC,15482,55337,2015-06-18,2023-08-31
021519,ASHWORTH INC,ASHW,04516H101,0000820774,2320,315228,P,01,LU,76322,10582,1990-05-02,2008-11-28
021520,CORINDUS VASCULAR ROBOTICS,CVRS,218730109,0001528557,3845,334510,P,01,LC,15344,55254,2015-05-29,2019-10-31
021521,CITIZENS FINANCIAL SVCS INC,CZFS,174615104,0000739421,6020,522110,P,01,LC,23179,59312,2022-06-03,E
021522,VYNE THERAPEUTICS INC,VYNE,92941V308,0001566044,2834,325412,P,01,LC,17266,56233,2020-03-07,E
021522,VYNE THERAPEUTICS INC,VYNE,92941V308,0001566044,2834,325412,P,01,LC,14929,55025,2014-09-18,2020-03-06
021524,PROQR THERAPEUTICS NV,PRQR,N71542109,0001612940,2836,325414,P,01,LC,14935,55029,2014-09-18,E
021534,DAWN TECHNOLOGIES INC,DAWN.1,239222300,0000831752,3579,333313,C,01,LU,76337,10597,1990-05-15,1994-11-01
021537,DELTA RENTAL SYSTEMS INC,7419B,247908205,0000758328,7990,532292,P,01,LU,76511,28934,1990-11-30,1991-01-04
021540,WAYFAIR INC,W,94419L101,0001616707,5961,444140,P,01,LC,14983,55060,2014-10-02,E
021542,AAON INC,AAON,000360206,0000824142,3585,333415,P,01,LU,76868,10817,1991-01-03,E
021543,DIEHL GRAPHSOFT INC,DIEG,253676308,0000819005,7372,511210,P,01,LU,81480,13591,1995-03-01,2000-05-31
021547,MEDLEY MANAGEMENT INC,MDLM,58503T205,0001611110,6282,523920,C,01,LC,14908,55013,2014-09-24,E
021552,DYNASTY CLASSICS CORP,DNSQE,268127107,0000859274,3640,335121,P,01,LU,76167,10585,1990-05-03,1994-02-28
021554,CREATIVE REALITIES INC,CREX,22530J309,0001356093,7372,513210,P,01,LC,18255,56587,2018-11-15,E
021555,FP BANCORP INC,FPBN.1,302551106,0000731804,6020,522110,P,01,LU,81554,13670,1995-04-13,1998-05-29
021569,ENERCORP INC,ENCP.1,292906203,0000313116,6799,523910,C,01,LU,83371,14519,1996-04-11,1998-09-17
021573,ROBOGROUP TEK LTD,ROBOF,M20330102,0000743399,3569,333998,C,01,LU,77240,11138,1991-10-07,2005-12-07
021577,ORGANIGRAM HOLDINGS INC,OGI,68620P705,0001620737,2834,325412,P,01,LC,18667,56749,2019-05-21,E
021593,CIVISTA BANCSHARES INC,CIVB,178867107,0000944745,6020,522110,P,01,LC,88965,41460,2001-04-02,E
021595,VIST FINANCIAL CORP,VIST.1,918255100,0000775662,6020,522110,C,01,LC,79584,12397,1993-09-10,E
021598,ACCESSITY CORP,ACTY,00433F202,,6411,524298,P,01,LC,86165,16147,1998-06-11,2005-03-23
021600,DT ASIA INVESTMENTS LTD,CADT,G2615J104,,9995,999990,P,02,LC,14994,55069,2014-11-08,2016-07-12
021601,RHYTHM PHARMACEUTICLS,RYTM,76243J105,0001649904,2836,325414,P,01,LC,17000,56106,2017-10-05,E
021602,FIRST UNITED BANCORPORATION,FUSC,337410104,0000820379,6020,522110,P,01,LU,80627,13143,1994-06-16,1998-03-31
021604,PARAMOUNT GROUP INC,PGRE,69924R108,0001605607,6798,531120,P,01,LC,15048,55097,2014-11-19,E
021606,WORK RECOVERY INC,WRKE,981370307,0000841712,3845,999990,C,01,LC,76538,28955,1990-11-20,1995-11-08
021616,GREAT WESTERN BANCORP INC,GWB,391416104,0001613665,6020,522110,P,01,LC,14969,55050,2014-10-15,2022-02-28
021617,DERMIRA INC,DERM.2,24983L104,0001557883,2836,325414,P,01,LC,15003,55072,2014-10-03,2020-02-28
021619,JAGUAR ANIMAL HEALTH INC-OLD,JAGX.1,47099E938,,2834,325412,P,01,LC,15375,55275,2015-05-13,2017-07-31
021623,GLACIER HOLDINGS INC,3GHCIE,376392304,0000814924,5094,421940,C,02,LU,76923,10861,1991-03-19,1994-02-18
021626,VIVINT SOLAR INC,VSLR,92854Q106,0001607716,3620,335999,P,01,LC,14982,55059,2014-10-01,2020-10-08
021627,CALITHERA BIOSCIENCES INC,CALA,13089P507,0001496671,2836,325414,P,01,LC,14995,55070,2014-10-02,E
021628,USD PARTNERS LP,USDP,903318103,0001610682,4610,486110,P,01,LC,14981,55058,2014-10-09,E
021630,STORE CAPITAL CORP,STOR,862121100,0001538990,6798,531120,P,01,LC,15052,55098,2014-11-18,2023-02-28
021631,GRUPO SIDEK SA DE CV,GPSAY,400490108,0000856364,3312,331111,N,91,LU,81037,30449,1994-10-27,1997-03-06
021631,GRUPO SIDEK SA DE CV,GPSAY,400490108,0000856364,3312,331111,C,90,LU,80722,30449,1994-07-12,1997-03-07
021633,VERITEX HOLDINGS INC,VBTX,923451108,0001501570,6020,522110,P,01,LC,15022,55085,2014-10-09,E
021635,AFFIMED NV,AFMD,N01045207,0001608390,2836,325414,P,01,LC,14923,55020,2014-09-12,E
021637,HEALTHTEK INC,3HLTK.,421929209,0000847929,3841,339112,C,02,LU,76365,10610,1990-05-23,1992-04-21
021643,HIGHLINE INDUSTRIES INC,3HIINE,431108109,0000313372,3089,326199,C,01,LU,76925,10922,1991-05-06,1992-07-24
021649,HOME FEDERAL SAVINGS BK/DC,HFDC.1,436915102,,6035,522120,P,01,LU,80449,12995,1994-04-13,1994-11-30
021652,CNX MIDSTREAM PARTNERS LP,CNXM,12654A101,0001610418,4922,486210,P,01,LC,14898,55008,2014-09-25,2020-09-30
021659,ORCHESTRA THERAPEUTICS INC,OCHTQ,68573E103,0000817785,2836,325414,P,01,LU,76166,10580,1990-05-31,2005-11-23
021659,ORCHESTRA THERAPEUTICS INC,OCHTQ,68573E103,0000817785,2836,325414,C,00X,LU,76166,10580,1990-05-02,1990-05-30
021663,FIREFLY NEUROSCIENCE INC,AIFF,317970101,0000803578,7371,541511,C,01,LC,85377,15683,2021-11-26,E
021663,FIREFLY NEUROSCIENCE INC,AIFF,317970101,0000803578,7371,541511,C,01,LC,85377,15683,1997-09-08,1999-07-27
021667,AIRTECH INTERNATIONAL GROUP,AIRG.1,00950F205,0000883041,3564,333411,C,01,LC,83712,14566,1996-04-30,1997-10-21
021673,BSML INC,BSMLQ,055710107,0000866734,3843,339114,P,02,LC,76931,10977,1991-06-14,2007-04-23
021675,JLM COUTURE INC,JLMCQ,46621E101,0000806384,2330,315233,C,01,LU,76937,10845,1991-03-05,2005-04-28
021682,INTER-CITY GAS,IPR.3,458196102,,4924,221210,P,01,LU,60484,20985,1978-08-30,1990-04-30
021683,DEV-TECH CORP,DVTC.1,251574307,0000818970,6531,531210,C,01,LU,76339,10588,1990-05-07,1995-02-23
021684,TRUEVISION INC,TRUV,897872107,0000833619,3577,334119,P,01,LU,76169,10591,1990-05-09,1999-03-31
021685,ATRIX LABORATORIES INC,ATRX.1,04962L101,0000809875,2834,325412,P,01,LU,76306,10589,1990-05-08,2004-11-30
021686,ACR GROUP INC,BRR,00087B101,0000711307,5070,4237,C,01,LU,76276,5817,1983-02-18,2007-08-31
021696,FIFTH STREET ASSET MGMT INC,FSAM,31679P109,0001611988,9995,999990,P,01,LC,15008,55075,2014-10-09,2021-06-30
021705,AMERIPAGE INC,AMPG.,03070U102,0000863658,5961,454110,C,01,LU,76384,10738,1990-08-27,1994-06-02
021711,NUVEEN MUN MKT OPPORTNTY FD,NMO,67062W103,0000860188,6726,525990,P,01,LU,76121,26046,1990-03-22,2016-10-31
021719,PAK MAIL CNTRS AMERICA INC,3PMCX,695810309,0000754921,6794,533110,P,01,LU,76412,10757,1990-09-24,1991-12-31
021721,PARAGON MORTGAGE CORP,3PGMTE,699117107,0000852615,6162,522292,C,01,LU,76971,11060,1991-08-02,1994-10-26
021731,PROFESSIONALS GROUP INC,PICM,742954100,0001011736,6351,524126,C,01,LU,62843,7142,1993-06-30,2001-06-29
021731,PROFESSIONALS GROUP INC,PICM,742954100,0001011736,6351,524126,C,00X,LU,62843,7142,1993-01-01,1993-06-29
021732,YUMA ENERGY INC -OLD,YUMA.1,98872E108,0000081318,1311,211111,P,01,LC,64822,3737,2014-09-11,2016-10-26
021739,PRA HEALTH SCIENCES INC,PRAH,69354M108,0001613859,8731,54171,P,01,LC,15079,55119,2014-11-13,2021-07-30
021740,INTERLINE RESOURCES CORP-OLD,IRCE.1,45899Q937,,1311,211111,P,01,LU,79982,12700,1993-12-17,1997-07-30
021743,NVE CORP,NVEC,629445206,0000724910,3674,334413,P,01,LC,89655,43861,2003-01-22,E
021743,NVE CORP,NVEC,629445206,0000724910,3674,334413,P,01,LC,83955,14951,1996-09-11,1998-07-17
021744,XENON PHARMACEUTICALS INC,XENE,98420N105,0001582313,2836,325414,P,01,LC,15089,55126,2014-11-05,E
021757,RANDERS KILLAM GROUP INC,RGI.2,752333203,0000830104,8711,541330,P,01,LU,76425,10675,1990-07-11,2000-05-31
021761,CDK GLOBAL INC,CDK,12508E101,0001609702,7370,519130,P,01,LC,14926,55023,2014-10-01,2022-07-29
021763,THREE-FIVE SYSTEMS INC,TFSIQ,88554L108,0000032272,3674,334413,C,01,LU,76448,10579,1990-05-01,2005-06-09
021764,VANTAGE POINT ENERGY INC,VPEI,921927109,0000862323,1311,211111,P,01,LU,76455,10584,1990-07-11,1992-08-31
021766,CMS/DATA CORP,LAWR.1,125916106,0000862420,7373,541512,P,01,LU,76280,10590,1990-05-08,1994-04-29
021768,FRANCE GROWTH FUND INC,FRF.1,35177K108,0000860743,6726,525990,P,01,LU,76181,26072,1990-05-11,2004-06-30
021775,LATIN FOODS INTL INC,3LATN,518286109,0000780376,5141,422410,P,01,LU,76522,28941,1990-10-08,1992-03-31
021776,AVANIR PHARMACEUTICALS INC,AVNR,05348P401,0000858803,2834,325412,P,01,LU,76383,10593,1990-05-08,2015-01-30
021777,MERIT MEDICAL SYSTEMS INC,MMSI,589889104,0000856982,3841,339112,P,01,LU,76392,10512,1990-05-10,E
021791,WICHITA RIVER OIL,WROC,967352105,0000857566,1311,211111,C,01,LC,38105,21919,1987-11-01,1995-09-29
021793,GREAT DANE HOLDINGS INC,6553B,39031P105,,3715,336212,C,99X,LU,46199,2344,1986-01-01,1987-06-08
021798,FRESHPET INC,FRPT,358039105,0001611647,2040,311111,P,01,LC,15067,55111,2014-11-07,E
021799,VICTORY CPTL HLDGS INC,VCTR,92645B103,0001570827,6282,523940,P,01,LC,17332,56280,2018-02-08,E
021801,VWR CORP,VWR,91843L103,0001412232,5040,423490,P,01,LC,15023,55086,2014-10-02,2017-11-30
021802,PROTEON THERAPEUTICS INC,PRTO,74371L109,,2836,325414,P,01,LC,15015,55083,2014-10-22,2020-01-09
021807,CITIUS PHARMACEUTICALS INC,CTXR,17322U306,0001506251,2834,325412,P,01,LC,16857,56031,2017-08-03,E
021808,CAESARS ENTERTAINMENT INC,CZR,12769G100,0001590895,7990,713210,P,01,LC,14882,55000,2014-09-19,E
021814,SKY SOLAR HLDGS LTD -ADR,SKYS,83084J202,0001594124,4991,221114,P,90,LC,15082,55121,2014-11-13,2020-10-30
021815,TRIUMPH FINANCIAL INC,TFIN,89679E300,0001539638,6036,522120,P,01,LC,15084,55123,2014-11-07,E
021816,TRAVELPORT WORLDWIDE LTD,TVPT,G9019D104,0001424755,7370,519130,P,01,LC,14918,55018,2014-09-25,2019-05-31
021818,NEURODERM LTD,NDRM,M74231107,0001598696,2834,325412,P,01,LC,15074,55116,2014-11-14,2017-10-31
021824,BIOSIG TECHNOLOGIES INC,BSGM,09073N300,0001530766,3845,334510,P,01,LC,18103,56515,2018-09-21,E
021825,CITIZENS FINANCIAL GROUP INC,CFG,174610105,0000759944,6020,522110,P,01,LC,14889,55006,2014-09-24,E
021826,GREAT BASIN SCIENTIFIC INC,GBSNQ,39013L882,0001512138,2835,325413,P,01,LC,15010,55077,2014-10-09,2016-10-10
021828,ANN INC,ANN,035623107,0000874214,5621,448120,P,01,LC,76671,28876,1991-05-17,2015-08-21
021829,HI-DEF ENTERPRISE INC,3HDTV.,428339105,0000797422,7830,512131,P,01,LC,76327,10602,1990-05-16,1992-02-06
021833,HESS MIDSTREAM LP,HESM,428103105,0001789832,1311,211130,P,01,LC,19098,56962,2019-12-17,E
021833,HESS MIDSTREAM LP,HESM,428103105,0001789832,1311,211130,P,01,LC,16665,55910,2017-04-05,2019-12-16
021834,MAMMOTH ENERGY SERVICES INC,TUSK,56155L108,0001679268,1389,213112,P,01,LC,16401,55760,2016-10-14,E
021838,VIVEVE MEDICAL INC,VIVE,92852W501,0000879682,3845,334510,P,01,LC,16112,55594,2016-06-14,E
021841,COHERUS BIOSCIENCES INC,CHRS,19249H103,0001512762,2836,325414,P,01,LC,15059,55105,2014-11-06,E
021845,METALDYNE PERFORMANCE GROUP,MPG,59116R107,0001616817,3714,336350,P,01,LC,15105,55132,2014-12-12,2017-04-28
021847,HUBSPOT INC,HUBS,443573100,0001404655,7370,518210,P,01,LC,14970,55051,2014-10-09,E
021856,SIRICOMM INC,SIRCQ,82967C102,0000851199,7370,518111,C,01,LU,76353,10599,1990-05-31,1994-05-27
021856,SIRICOMM INC,SIRCQ,82967C102,0000851199,7370,518111,C,00X,LU,76353,10599,1990-05-15,1990-05-30
021864,CGI INC,GIB,12532H104,0001061574,7373,541512,P,01,LC,86372,34886,1998-10-07,E
021867,MEDEQUITIES REALTY TRUST INC,MRT.4,58409L306,0001616314,6798,531120,P,02,LC,16332,55707,2016-09-29,2019-05-31
021868,ORCHARD SUPPLY HARDWARE STRS,ORH.1,685691107,,5200,444130,P,01,LU,78994,12054,1993-03-31,1996-09-30
021871,GWINNET BANCSHARES INC,GBSI.,403687106,0000858862,6035,522120,P,01,LU,76172,10603,1990-05-17,1995-02-28
021878,JACKSON CNTY FSB MEDFORD ORE,JCFS,466731106,0000900166,6035,522120,P,01,LC,76376,10064,1991-03-28,1993-12-30
021879,KWG RESOURCES INC,KWGBF,48277D601,0000925721,1000,212,P,01,LU,81092,13438,1994-12-30,1997-11-28
021895,COLUMBIA PIPELINE PRTNRS LP,CPPL,198281107,0001420783,4922,486210,P,01,LC,15192,55179,2015-02-06,2017-02-28
021898,BOOT BARN HOLDINGS INC,BOOT,099406100,0001610250,5661,458210,P,01,LC,14953,55042,2014-10-30,E
021899,PENNTEX MIDSTREAM PRTNRS LP,PTXP,709311104,0001617798,4922,486210,P,01,LC,15434,55318,2015-06-04,2017-06-30
021901,FIBROGEN INC,FGEN,31572Q808,0000921299,2836,325414,P,01,LC,15065,55110,2014-11-14,E
021904,PANGAEA LOGISTICS SOLUTIONS,PANL,G6891L105,0001606909,4412,483111,P,01,LC,14353,54616,2014-10-03,E
021916,NEVRO CORP,NVRO,64157F103,0001444380,3845,334510,P,01,LC,15046,55095,2014-11-06,E
